cluster_id,sg_ott,sg_app,sg_arg,sg_putt,label
0,0.22889503537313793,0.21262788398473925,-0.0007339392394785926,-0.2405517657853818,"Above-avg (strong OTT, weak PUTT)"
1,-0.0028693878487278945,-0.31414702492012975,-0.2997066650543625,-0.28589985102448023,"Balanced (strong OTT, weak APP)"
2,-0.2293883001075625,-0.19649815643504537,0.053554739773263846,0.005814691000032207,"Balanced (strong ARG, weak OTT)"
3,-0.6380380621567046,-0.8668165884459711,-0.18522847236593187,-0.3142697058409384,"Below-avg (strong ARG, weak APP)"
